cod;f_aquis;PESO;PESO_FINAL;RENDA_TOTAL;Região;UCKey;IndKey;COD_INFORMANTE;FATOR_ANUALIZACAO;Codigo;VALOR_MES;Valor_ANO;Ded_IR;Modalidade1;Modalidade2;DIRPF;Modelo;Faixa_BC;Faixa_BC_inst;EDU_Ded_IR_UC;Ben_trib_Edu;Gast_Trib;Centil;Decil;Quintil;S_VALOR_MES;S_Valor_ANO;S_Ded_IR;S_Gast_Trib
4900101;1;316,06430155;432,12686384;3477,61;1;1110021920031;111002192003102;2;1;49001;35,78;429,30;429,30;Creche;Educação infantil;1;1;2;2; 429,30 ; 32,20 ; 32,20 ;36;4;2; 15.459,34 ; 185.512,06 ; 185.512,06 ; 13.913,40 
4900301;1;338,67946366;520,07590609;1340,69;1;1110022472061;111002247206101;1;1;49003;49,10;589,14;589,14;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;15;2;1; 25.533,13 ; 306.397,52 ; 306.397,52 ; -   
4900901;2;501,37330754;685,48353591;7017,89;1;1110022774051;111002277405101;1;1;49009;909,84;10918,08;3561,50;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;92;10;5; 623.680,34 ; 7.484.164,08 ; 2.441.349,61 ; -   
4900901;1;501,37330754;685,48353591;5532,21;1;1110022774081;111002277408101;1;1;49009;147,75;1773,00;1773,00;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;69;7;4; 101.280,19 ; 1.215.362,31 ; 1.215.362,31 ; -   
4901001;1;88,62481050;129,51503946;21929,35;1;1120000100041;112000010004104;4;1;49010;711,12;8533,44;3561,50;Especialização;Educação Superior;1;1;5;5; 3.561,50 ; 979,41 ; 979,41 ;88;9;5; 92.100,73 ; 1.105.208,82 ; 461.267,81 ; 126.848,65 
4901001;1;88,62481050;129,51503946;23699,49;1;1120000100081;112000010008103;3;1;49010;711,12;8533,44;3561,50;Especialização;Educação Superior;1;1;5;5; 3.561,50 ; 979,41 ; 979,41 ;97;10;5; 92.100,73 ; 1.105.208,82 ; 461.267,81 ; 126.848,65 
4900901;1;200,06581674;236,43973268;1212,90;1;1120000293011;112000029301101;1;1;49009;216,30;2595,60;2595,60;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;7;1;1; 51.141,91 ; 613.702,97 ; 613.702,97 ; -   
4900801;1;142,64234719;208,45550043;1853,25;1;1120000320011;112000032001102;2;1;49008;277,40;3328,80;3328,80;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;10;1;1; 57.825,56 ; 693.906,67 ; 693.906,67 ; -   
4900501;1;142,64234719;208,45550043;3654,02;1;1120000320081;112000032008103;3;1;49005;532,38;6388,60;3561,50;Ensino Médio regular;Ensino Médio;0;0;;; -   ; -   ; -   ;48;5;3; 110.978,23 ; 1.331.738,81 ; 742.414,26 ; -   
4901001;1;142,64234719;208,45550043;3653,88;1;1120000320111;112000032011101;1;1;49010;71,48;857,80;857,80;Especialização;Educação Superior;1;0;;; -   ; -   ; -   ;46;5;3; 14.901,09 ; 178.813,13 ; 178.813,13 ; -   
4900901;3;213,65246074;312,22867193;6056,41;1;1120000468111;112000046811102;2;1;49009;264,98;3179,70;3179,70;Ensino Superior;Educação Superior;1;1;2;2; 3.179,70 ; 238,48 ; 238,48 ;52;6;3; 82.732,79 ; 992.793,51 ; 992.793,51 ; 74.459,51 
4901001;1;196,26820239;286,82356365;37687,14;1;1120000742091;112000074209102;2;1;49010;711,12;8533,44;3561,50;Especialização;Educação Superior;1;1;5;5; 3.561,50 ; 979,41 ; 979,41 ;99;10;5; 203.965,97 ; 2.447.591,67 ; 1.021.522,12 ; 280.918,58 
4900301;1;196,26820239;286,82356365;16424,43;1;1120000742101;112000074210102;2;1;49003;70,59;847,08;847,08;Ensino Fundamental regular;Ensino Fundamental;1;0;;; -   ; -   ; -   ;96;10;5; 20.246,88 ; 242.962,50 ; 242.962,50 ; -   
4900901;1;28,66490983;33,87646989;1275,94;1;1120001081091;112000108109101;1;1;49009;343,47;4121,64;3561,50;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;40;4;2; 11.635,55 ; 139.626,61 ; 120.651,05 ; -   
4900901;3;245,28915206;358,46208334;8240,49;1;1120001153021;112000115302103;3;1;49009;145,20;1742,40;1742,40;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;48;5;3; 52.048,69 ; 624.584,33 ; 624.584,33 ; -   
4900901;3;245,28915206;358,46208334;1160,19;1;1120001153022;112000115302210;10;1;49009;286,40;3436,80;3436,80;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;27;3;2; 102.663,54 ; 1.231.962,49 ; 1.231.962,49 ; -   
4900901;1;198,66752386;234,78721652;5998,84;1;1120001234041;112000123404103;3;1;49009;500,69;6008,28;3561,50;Ensino Superior;Educação Superior;1;1;1;2; 3.561,50 ; 264,57 ; 264,57 ;54;6;3; 117.555,61 ; 1.410.667,34 ; 836.194,67 ; 62.118,12 
4900901;1;198,66752386;234,78721652;14627,33;1;1120001234131;112000123413101;1;1;49009;344,86;4138,32;3561,50;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;85;9;5; 80.968,72 ; 971.624,63 ; 836.194,67 ; -   
4900301;1;97,53660381;115,26970928;6959,24;1;1120001261091;112000126109104;4;1;49003;220,00;2640,00;2640,00;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;24;3;2; 25.359,34 ; 304.312,03 ; 304.312,03 ; -   
4900901;1;97,53660381;115,26970928;6959,24;1;1120001261091;112000126109105;5;1;49009;252,84;3034,13;3034,13;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;24;3;2; 29.145,27 ; 349.743,28 ; 349.743,28 ; -   
4901001;3;156,38828944;228,54362522;4729,04;1;1120001299011;112000129901101;1;1;49010;109,90;1318,74;1318,74;Especialização;Educação Superior;0;0;;; -   ; -   ; -   ;51;6;3; 25.115,80 ; 301.389,62 ; 301.389,62 ; -   
4900901;1;156,38828944;228,54362522;7911,45;1;1120001299041;112000129904102;2;1;49009;227,06;2724,72;2724,72;Ensino Superior;Educação Superior;1;1;;; -   ; -   ; -   ;83;9;5; 51.893,12 ; 622.717,39 ; 622.717,39 ; -   
4900901;1;156,38828944;228,54362522;5114,31;1;1120001299081;112000129908102;2;1;49009;8,39;100,71;100,71;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;67;7;4; 1.918,05 ; 23.016,63 ; 23.016,63 ; -   
4900201;1;103,31819410;150,98774157;29088,98;1;1120001351061;112000135106101;1;1;49002;263,26;3159,12;3159,12;Pré-escola;Educação infantil;1;1;;; -   ; -   ; -   ;98;10;5; 39.749,03 ; 476.988,39 ; 476.988,39 ; -   
4901001;1;103,31819410;150,98774157;11051,31;1;1120001351071;112000135107101;1;1;49010;29,44;353,22;353,22;Especialização;Educação Superior;1;1;4;4; 353,22 ; 79,47 ; 79,47 ;76;8;4; 4.444,32 ; 53.331,89 ; 53.331,89 ; 11.999,68 
4900901;1;103,31819410;150,98774157;2602,15;1;1120001351091;112000135109102;2;1;49009;38,62;463,41;463,41;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;62;7;4; 5.830,77 ; 69.969,23 ; 69.969,23 ; -   
4900501;1;231,58806100;338,43950343;1442,48;1;1120001398021;112000139802101;1;1;49005;1001,39;12016,68;3561,50;Ensino Médio regular;Ensino Médio;0;0;;; -   ; -   ; -   ;24;3;2; 338.909,93 ; 4.066.919,21 ; 1.205.352,29 ; -   
4900901;3;231,58806100;338,43950343;2934,80;1;1120001398071;112000139807102;2;1;49009;71,65;859,80;859,80;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;43;5;3; 24.249,19 ; 290.990,29 ; 290.990,29 ; -   
4900301;1;133,66189404;195,33159374;26017,49;1;1120001504011;112000150401102;2;1;49003;70,59;847,08;847,08;Ensino Fundamental regular;Ensino Fundamental;1;0;;; -   ; -   ; -   ;98;10;5; 13.788,46 ; 165.461,49 ; 165.461,49 ; -   
4900901;1;133,66189404;195,33159374;3046,15;1;1120001504021;112000150402101;1;1;49009;928,04;11136,48;3561,50;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;55;6;3; 181.275,53 ; 2.175.306,39 ; 695.673,47 ; -   
4900901;1;133,66189404;195,33159374;3046,15;1;1120001504021;112000150402102;2;1;49009;696,53;8358,36;3561,50;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;55;6;3; 136.054,31 ; 1.632.651,78 ; 695.673,47 ; -   
4900901;1;133,66189404;195,33159374;3046,15;1;1120001504021;112000150402103;3;1;49009;17,61;211,29;211,29;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;55;6;3; 3.439,30 ; 41.271,61 ; 41.271,61 ; -   
4900601;1;159,67574553;188,70635275;1409,65;1;1120001711131;112000171113102;2;1;49006;167,88;2014,50;2014,50;Ensino Médio EJA;Ensino Médio;0;0;;; -   ; -   ; -   ;20;2;1; 31.679,08 ; 380.148,95 ; 380.148,95 ; -   
4900301;1;109,58770675;160,14991832;5176,44;1;1120001767011;112000176701101;1;1;49003;253,13;3037,56;3037,56;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;44;5;3; 40.538,75 ; 486.464,99 ; 486.464,99 ; -   
4900301;1;109,58770675;160,14991832;2412,12;1;1120001767021;112000176702101;1;1;49003;1053,03;12636,36;3561,50;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;28;3;2; 168.642,67 ; 2.023.712,02 ; 570.373,93 ; -   
4900901;1;109,58770675;160,14991832;4693,67;1;1120001767071;112000176707103;3;1;49009;45,43;545,13;545,13;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;38;4;2; 7.275,21 ; 87.302,52 ; 87.302,52 ; -   
4900901;1;171,36146125;250,42520587;8013,94;1;1120001820041;112000182004103;3;1;49009;84,26;1011,11;1011,11;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;79;8;4; 21.100,62 ; 253.207,43 ; 253.207,43 ; -   
4900901;3;171,36146125;250,42520587;7555,61;1;1120001820101;112000182010101;1;1;49009;449,87;5398,44;3561,50;Ensino Superior;Educação Superior;1;1;1;2; 3.561,50 ; 192,46 ; 192,46 ;75;8;4; 112.658,79 ; 1.351.905,45 ; 891.889,37 ; 48.197,49 
4900901;1;171,07515282;250,00679880;1404,23;1;1120002202021;112000220202101;1;1;49009;240,33;2883,96;2883,96;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;27;3;2; 60.084,13 ; 721.009,61 ; 721.009,61 ; -   
4900901;1;171,07515282;250,00679880;3852,49;1;1120002202031;112000220203102;2;1;49009;700,97;8411,64;3561,50;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;46;5;3; 175.247,27 ; 2.102.967,19 ; 890.399,21 ; -   
4900301;1;171,07515282;250,00679880;15834,25;1;1120002202051;112000220205102;2;1;49003;901,25;10815,00;3561,50;Ensino Fundamental regular;Ensino Fundamental;1;0;;; -   ; -   ; -   ;89;9;5; 225.318,63 ; 2.703.823,53 ; 890.399,21 ; -   
4900801;1;171,07515282;250,00679880;15653,13;1;1120002202131;112000220213102;2;1;49008;251,81;3021,72;3021,72;Ensino Superior;Educação Superior;1;1;5;5; 6.583,22 ; 1.810,39 ; 830,97 ;88;9;5; 62.954,21 ; 755.450,54 ; 755.450,54 ; 207.748,90 
4900901;1;171,07515282;250,00679880;15653,13;1;1120002202131;112000220213103;3;1;49009;1126,56;13518,72;3561,50;Ensino Superior;Educação Superior;1;1;5;5; 6.583,22 ; 1.810,39 ; 979,41 ;88;9;5; 281.647,66 ; 3.379.771,91 ; 890.399,21 ; 244.859,78 
4900901;1;175,22312016;256,06857936;2691,18;1;1120002328071;112000232807103;3;1;49009;143,28;1719,36;1719,36;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;33;4;2; 36.689,51 ; 440.274,07 ; 440.274,07 ; -   
4900901;1;175,22312016;256,06857936;2691,18;1;1120002328071;112000232807104;4;1;49009;151,67;1820,04;1820,04;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;33;4;2; 38.837,92 ; 466.055,06 ; 466.055,06 ; -   
4901001;1;175,22312016;256,06857936;6206,89;1;1120002328131;112000232813101;1;1;49010;67,31;807,70;807,70;Especialização;Educação Superior;1;0;;; -   ; -   ; -   ;83;9;5; 17.235,55 ; 206.826,59 ; 206.826,59 ; -   
4900301;1;171,61643836;202,81797995;5021,32;1;1120002337031;112000233703101;1;1;49003;151,27;1815,24;1815,24;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;54;6;3; 30.680,28 ; 368.163,31 ; 368.163,31 ; -   
4900901;1;171,61643836;202,81797995;14813,51;1;1120002337071;112000233707103;3;1;49009;206,48;2477,76;2477,76;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;93;10;5; 41.877,86 ; 502.534,28 ; 502.534,28 ; -   
4900901;3;166,38413768;196,63439601;6668,67;1;1120002504021;112000250402102;2;1;49009;274,61;3295,32;3295,32;Ensino Superior;Educação Superior;1;1;3;3; 3.295,32 ; 494,30 ; 494,30 ;73;8;4; 53.997,77 ; 647.973,26 ; 647.973,26 ; 97.195,99 
4901001;1;166,38413768;196,63439601;10183,72;1;1120002504051;112000250405103;3;1;49010;240,64;2887,71;2887,71;Especialização;Educação Superior;1;1;3;4; 2.887,71 ; 473,92 ; 473,92 ;85;9;5; 47.318,59 ; 567.823,11 ; 567.823,11 ; 93.188,93 
4901001;1;166,38413768;196,63439601;4621,95;1;1120002504061;112000250406102;2;1;49010;353,89;4246,68;3561,50;Especialização;Educação Superior;1;1;1;2; 3.561,50 ; 98,48 ; 98,48 ;65;7;4; 69.586,95 ; 835.043,36 ; 700.313,40 ; 19.365,15 
4900901;1;206,00945789;243,46398574;11576,67;1;1120002513011;112000251301102;2;1;49009;254,72;3056,64;3056,64;Ensino Superior;Educação Superior;1;1;3;4; 3.056,64 ; 589,75 ; 589,75 ;88;9;5; 62.015,15 ; 744.181,76 ; 744.181,76 ; 143.583,62 
4900101;1;43,61624042;63,74015432;5941,43;1;1120002587011;112000258701102;2;1;49001;294,85;3538,25;3538,25;Creche;Educação infantil;1;1;2;3; 7.099,75 ; 802,78 ; 400,08 ;80;8;4; 18.794,05 ; 225.528,60 ; 225.528,60 ; 25.500,91 
4900901;3;43,61624042;63,74015432;5941,43;1;1120002587011;112000258701101;1;1;49009;490,52;5886,24;3561,50;Ensino Superior;Educação Superior;1;1;2;3; 7.099,75 ; 802,78 ; 402,71 ;80;8;4; 31.265,82 ; 375.189,85 ; 227.010,56 ; 25.668,48 
4900201;1;43,61624042;63,74015432;3423,00;1;1120002587021;112000258702101;1;1;49002;430,75;5169,00;3561,50;Pré-escola;Educação infantil;0;0;;; -   ; -   ; -   ;52;6;3; 27.456,07 ; 329.472,86 ; 227.010,56 ; -   
4900101;1;43,61624042;63,74015432;667,64;1;1120002587031;112000258703101;1;1;49001;505,47;6065,64;3561,50;Creche;Educação infantil;0;0;;; -   ; -   ; -   ;1;1;1; 32.218,74 ; 386.624,83 ; 227.010,56 ; -   
4900301;1;43,61624042;63,74015432;667,64;1;1120002587031;112000258703101;1;1;49003;90,98;1091,76;1091,76;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;1;1;1; 5.799,08 ; 69.588,95 ; 69.588,95 ; -   
4900601;1;43,61624042;63,74015432;3163,59;1;1120002587041;112000258704102;2;1;49006;13,38;160,56;160,56;Ensino Médio EJA;Ensino Médio;0;0;;; -   ; -   ; -   ;54;6;3; 852,84 ; 10.234,12 ; 10.234,12 ; -   
4900901;1;144,77626948;211,57398417;4011,88;1;1120002921021;112000292102104;4;1;49009;25,78;309,38;309,38;Ensino Superior;Educação Superior;1;1;1;2; 309,38 ; 18,98 ; 18,98 ;44;5;3; 5.454,73 ; 65.456,76 ; 65.456,76 ; 4.015,27 
4900901;1;144,77626948;211,57398417;7178,10;1;1120002921051;112000292105104;4;1;49009;266,71;3200,52;3200,52;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;67;7;4; 56.428,90 ; 677.146,77 ; 677.146,77 ; -   
4900901;1;189,97936652;277,63314822;4323,33;1;1120002940041;112000294004103;3;1;49009;696,53;8358,36;3561,50;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;45;5;3; 193.379,82 ; 2.320.557,80 ; 988.790,46 ; -   
4900901;1;232,32194494;339,51199100;4863,68;1;1120002995031;112000299503102;2;1;49009;67,57;810,88;810,88;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;58;6;3; 22.941,96 ; 275.303,48 ; 275.303,48 ; -   
4900901;1;114,35580619;167,11795113;4433,11;1;1120003490051;112000349005102;2;1;49009;16,67;200,00;200,00;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;66;7;4; 2.785,30 ; 33.423,59 ; 33.423,59 ; -   
4900901;3;114,35580619;167,11795113;4142,16;1;1120003490091;112000349009102;2;1;49009;125,90;1510,85;1510,85;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;57;6;3; 21.040,85 ; 252.490,16 ; 252.490,16 ; -   
4900801;1;114,35580619;167,11795113;12638,51;1;1120003490101;112000349010103;3;1;49008;172,23;2066,80;2066,80;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;94;10;5; 28.783,28 ; 345.399,38 ; 345.399,38 ; -   
4900301;3;148,44115446;216,92979502;4661,77;1;1120004173011;112000417301102;2;1;49003;175,12;2101,44;2101,44;Ensino Fundamental regular;Ensino Fundamental;1;1;2;3; 5.662,94 ; 627,78 ; 232,96 ;69;7;4; 37.988,75 ; 455.864,95 ; 455.864,95 ; 50.535,82 
4900901;3;148,44115446;216,92979502;4661,77;1;1120004173011;112000417301102;2;1;49009;1146,24;13754,88;3561,50;Ensino Superior;Educação Superior;1;1;2;3; 5.662,94 ; 627,78 ; 394,82 ;69;7;4; 248.653,61 ; 2.983.843,30 ; 772.595,46 ; 85.647,61 
4900901;1;148,44115446;216,92979502;3214,47;1;1120004173091;112000417309104;4;1;49009;240,71;2888,52;2888,52;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;37;4;2; 52.217,17 ; 626.606,05 ; 626.606,05 ; -   
4901001;1;148,44115446;216,92979502;15421,78;1;1120004173121;112000417312103;3;1;49010;55,11;661,26;661,26;Especialização;Educação Superior;1;0;;; -   ; -   ; -   ;95;10;5; 11.953,92 ; 143.447,00 ; 143.447,00 ; -   
4901001;1;108,21089570;158,13786621;14878,83;1;1120004268021;112000426802102;2;1;49010;55,11;661,26;661,26;Especialização;Educação Superior;1;0;;; -   ; -   ; -   ;87;9;5; 8.714,19 ; 104.570,25 ; 104.570,25 ; -   
4901001;3;108,21089570;158,13786621;2714,96;1;1120004268041;112000426804101;1;1;49010;182,00;2184,00;2184,00;Especialização;Educação Superior;1;0;;; -   ; -   ; -   ;87;9;5; 28.781,09 ; 345.373,10 ; 345.373,10 ; -   
4901001;1;108,21089570;158,13786621;12173,48;1;1120004268051;112000426805103;3;1;49010;55,11;661,26;661,26;Especialização;Educação Superior;1;1;4;4; 661,26 ; 148,78 ; 148,78 ;89;9;5; 8.714,19 ; 104.570,25 ; 104.570,25 ; 23.528,31 
4900801;3;108,21089570;158,13786621;2070,59;1;1120004268091;112000426809101;1;1;49008;143,47;1721,64;1721,64;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;33;4;2; 22.688,04 ; 272.256,48 ; 272.256,48 ; -   
4900801;1;108,21089570;158,13786621;2593,77;1;1120004268131;112000426813103;3;1;49008;7,96;95,52;95,52;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;41;5;3; 1.258,78 ; 15.105,33 ; 15.105,33 ; -   
4900901;1;122,37999835;178,84439160;1112,13;1;1120004277101;112000427710101;1;1;49009;238,08;2856,96;2856,96;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;17;2;1; 42.579,27 ; 510.951,27 ; 510.951,27 ; -   
4900901;1;122,37999835;178,84439160;4130,28;1;1120004277121;112000427712102;2;1;49009;240,71;2888,52;2888,52;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;59;6;3; 43.049,63 ; 516.595,60 ; 516.595,60 ; -   
4900901;1;88,51926684;129,36079944;2804,60;1;1120004671031;112000467103101;1;1;49009;16,82;201,84;201,84;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;64;7;4; 2.175,85 ; 26.110,18 ; 26.110,18 ; -   
4900901;3;163,98465171;239,64484117;7636,38;1;1120004680091;112000468009102;2;1;49009;600,83;7209,96;3561,50;Ensino Superior;Educação Superior;1;0;;; -   ; -   ; -   ;92;10;5; 143.985,81 ; 1.727.829,72 ; 853.495,10 ; -   
4900301;1;85,22946543;124,55313038;16422,42;1;1120004690051;112000469005102;2;1;49003;662,16;7945,92;3561,50;Ensino Fundamental regular;Ensino Fundamental;1;0;;; -   ; -   ; -   ;93;10;5; 82.474,10 ; 989.689,21 ; 443.595,97 ; -   
4900301;1;85,22946543;124,55313038;6105,70;1;1120004690101;112000469010102;2;1;49003;607,93;7295,13;3561,50;Ensino Fundamental regular;Ensino Fundamental;1;1;2;2; 3.561,50 ; 267,11 ; 267,11 ;74;8;4; 75.719,27 ; 908.631,28 ; 443.595,97 ; 33.269,70 
4900401;1;140,92633055;166,54811134;8219,98;1;1120004720041;112000472004102;2;1;49004;161,51;1938,12;1938,12;Ensino Fundamental EJA;Ensino Fundamental;1;1;2;2; 4.053,30 ; 304,00 ; 145,36 ;87;9;5; 26.899,19 ; 322.790,23 ; 322.790,23 ; 24.209,27 
4900801;1;140,92633055;166,54811134;8219,98;1;1120004720041;112000472004101;1;1;49008;176,27;2115,18;2115,18;Ensino Superior;Educação Superior;1;1;2;2; 4.053,30 ; 304,00 ; 158,64 ;87;9;5; 29.356,60 ; 352.279,23 ; 352.279,23 ; 26.420,94 
4900901;1;140,92633055;166,54811134;2379,68;1;1120004720051;112000472005102;2;1;49009;240,71;2888,52;2888,52;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;45;5;3; 40.089,80 ; 481.077,55 ; 481.077,55 ; -   
4900101;1;142,52131701;168,43308189;12156,92;1;1120004748081;112000474808102;2;1;49001;294,85;3538,25;3538,25;Creche;Educação infantil;1;1;5;5; 3.538,25 ; 973,02 ; 973,02 ;86;9;5; 49.663,20 ; 595.958,35 ; 595.958,35 ; 163.888,55 
4900901;3;138,72609424;202,73234399;3394,09;1;1120004850071;112000485007101;1;1;49009;182,28;2187,40;2187,40;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;21;3;2; 36.954,73 ; 443.456,73 ; 443.456,73 ; -   
4900901;3;138,72609424;202,73234399;8729,52;1;1120004850101;112000485010101;1;1;49009;449,87;5398,44;3561,50;Ensino Superior;Educação Superior;1;1;1;2; 3.561,50 ; 8,49 ; 8,49 ;72;8;4; 91.203,20 ; 1.094.438,40 ; 722.031,24 ; 1.720,54 
4900501;1;138,72609424;202,73234399;1649,01;1;1120004850121;112000485012103;3;1;49005;382,59;4591,08;3561,50;Ensino Médio regular;Ensino Médio;0;0;;; -   ; -   ; -   ;11;2;1; 77.563,37 ; 930.760,41 ; 722.031,24 ; -   
4900901;1;134,03957667;195,88353378;2988,31;1;1120004860081;112000486008102;2;1;49009;54,81;657,75;657,75;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;44;5;3; 10.736,87 ; 128.842,39 ; 128.842,39 ; -   
4900401;1;280,68369411;331,71472611;2301,75;1;1120005005091;112000500509102;2;1;49004;808,75;9705,00;3561,50;Ensino Fundamental EJA;Ensino Fundamental;0;0;;; -   ; -   ; -   ;9;1;1; 268.274,28 ; 3.219.291,42 ; 1.181.402,00 ; -   
4900901;1;280,68369411;331,71472611;1908,55;1;1120005005101;112000500510101;1;1;49009;217,35;2608,20;2608,20;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;68;7;4; 72.098,20 ; 865.178,35 ; 865.178,35 ; -   
4900901;1;83,27455525;121,69625241;3358,39;1;1120005272041;112000527204104;4;1;49009;8,39;100,71;100,71;Ensino Superior;Educação Superior;0;0;;; -   ; -   ; -   ;30;3;2; 1.021,34 ; 12.256,03 ; 12.256,03 ; -   
4900101;1;83,27455525;121,69625241;4992,93;1;1120005272091;112000527209101;1;1;49001;118,35;1420,20;1420,20;Creche;Educação infantil;0;0;;; -   ; -   ; -   ;64;7;4; 14.402,75 ; 172.833,02 ; 172.833,02 ; -   
4900301;1;209,66258690;306,39792695;15414,52;1;1120005365011;112000536501103;3;1;49003;42,23;506,75;506,75;Ensino Fundamental regular;Ensino Fundamental;1;1;4;5; 4.068,25 ; 928,30 ; 115,63 ;92;10;5; 12.938,93 ; 155.267,15 ; 155.267,15 ; 35.428,97 
4900901;1;209,66258690;306,39792695;15414,52;1;1120005365011;112000536501104;4;1;49009;2105,94;25271,28;3561,50;Ensino Superior;Educação Superior;1;1;4;5; 4.068,25 ; 928,30 ; 812,67 ;92;10;5; 645.255,65 ; 7.743.067,80 ; 1.091.236,22 ; 248.999,08 
4900301;1;209,66258690;306,39792695;3611,48;1;1120005365101;112000536510102;2;1;49003;375,52;4506,20;3561,50;Ensino Fundamental regular;Ensino Fundamental;0;0;;; -   ; -   ; -   ;42;5;3; 115.057,53 ; 1.380.690,34 ; 1.091.236,22 ; -   
